"","ID","RP","SP","RP_journey","SP_task","av_car","av_rail","time_car","cost_car","time_rail","cost_rail","access_rail","service_rail","female","business","income","choice"
"1983",124,0,1,NA,13,1,1,390,30,140,75,10,3,1,1,45291,2
"1986",125,1,0,2,NA,1,1,250,30,170,55,20,0,0,0,66483,2
"1987",125,0,1,NA,1,1,1,250,45,170,35,25,2,0,0,66483,2
"1988",125,0,1,NA,2,1,1,275,50,140,35,15,3,0,0,66483,2
"1989",125,0,1,NA,3,1,1,390,40,120,75,20,3,0,0,66483,1
"1990",125,0,1,NA,4,1,1,300,40,170,35,5,3,0,0,66483,1
"1992",125,0,1,NA,6,1,1,275,40,170,35,25,3,0,0,66483,2
"1994",125,0,1,NA,8,1,1,300,50,130,75,5,2,0,0,66483,1
"1996",125,0,1,NA,10,1,1,275,50,155,55,20,1,0,0,66483,1
"1997",125,0,1,NA,11,1,1,300,45,140,45,10,3,0,0,66483,1
"1998",125,0,1,NA,12,1,1,345,30,140,65,20,3,0,0,66483,1
"1999",125,0,1,NA,13,1,1,250,50,120,75,10,2,0,0,66483,1
"2000",125,0,1,NA,14,1,1,300,35,170,35,25,2,0,0,66483,2
"2001",126,1,0,1,NA,1,1,300,35,155,45,15,0,0,1,22499,1
"2003",126,0,1,NA,1,1,1,250,30,140,65,15,1,0,1,22499,1
"2004",126,0,1,NA,2,1,1,300,35,155,35,15,2,0,1,22499,2
"2005",126,0,1,NA,3,1,1,250,50,140,75,10,3,0,1,22499,1
"2006",126,0,1,NA,4,1,1,275,35,140,65,20,3,0,1,22499,1
"2008",126,0,1,NA,6,1,1,390,35,130,35,10,1,0,1,22499,2
"2010",126,0,1,NA,8,1,1,300,40,155,35,5,2,0,1,22499,2
"2011",126,0,1,NA,9,1,1,275,40,170,55,25,2,0,1,22499,2
"2013",126,0,1,NA,11,1,1,275,50,155,55,15,2,0,1,22499,2
"2015",126,0,1,NA,13,1,1,250,50,120,65,10,1,0,1,22499,1
"2016",126,0,1,NA,14,1,1,345,40,155,45,5,2,0,1,22499,2
"2017",127,1,0,1,NA,1,1,275,45,155,35,5,0,0,1,25142,2
"2018",127,1,0,2,NA,1,1,275,30,155,65,25,0,0,1,25142,2
"2019",127,0,1,NA,1,1,1,275,50,120,45,5,1,0,1,25142,2
"2020",127,0,1,NA,2,1,1,275,45,170,55,25,3,0,1,25142,1
"2021",127,0,1,NA,3,1,1,300,45,155,65,20,1,0,1,25142,2
"2022",127,0,1,NA,4,1,1,390,35,155,65,15,3,0,1,25142,1
"2023",127,0,1,NA,5,1,1,275,40,155,55,5,3,0,1,25142,2
"2024",127,0,1,NA,6,1,1,250,50,120,65,20,2,0,1,25142,2
"2025",127,0,1,NA,7,1,1,250,45,170,35,15,3,0,1,25142,2
"2026",127,0,1,NA,8,1,1,275,40,170,35,15,3,0,1,25142,2
"2027",127,0,1,NA,9,1,1,390,30,120,65,15,1,0,1,25142,2
"2028",127,0,1,NA,10,1,1,275,50,120,55,5,3,0,1,25142,2
"2029",127,0,1,NA,11,1,1,390,35,130,55,15,1,0,1,25142,1
"2030",127,0,1,NA,12,1,1,300,45,170,45,5,1,0,1,25142,2
"2031",127,0,1,NA,13,1,1,345,30,140,65,15,1,0,1,25142,2
"2032",127,0,1,NA,14,1,1,250,40,140,75,20,2,0,1,25142,1
"2034",128,1,0,2,NA,1,1,250,40,170,45,10,0,1,1,17893,2
"2036",128,0,1,NA,2,1,1,300,30,140,75,25,2,1,1,17893,2
"2038",128,0,1,NA,4,1,1,300,40,130,75,10,3,1,1,17893,1
"2039",128,0,1,NA,5,1,1,300,45,120,35,10,2,1,1,17893,2
"2040",128,0,1,NA,6,1,1,275,30,170,35,25,2,1,1,17893,2
"2041",128,0,1,NA,7,1,1,300,40,155,65,20,1,1,1,17893,1
"2042",128,0,1,NA,8,1,1,345,35,170,35,15,1,1,1,17893,2
"2043",128,0,1,NA,9,1,1,250,40,155,75,25,2,1,1,17893,1
"2045",128,0,1,NA,11,1,1,390,35,170,35,25,3,1,1,17893,2
"2047",128,0,1,NA,13,1,1,250,40,170,35,25,2,1,1,17893,2
"2049",129,1,0,1,NA,1,1,250,45,155,45,20,0,1,0,59153,2
"2050",129,1,0,2,NA,1,1,250,50,120,55,25,0,1,0,59153,2
"2051",129,0,1,NA,1,1,1,390,30,130,75,15,3,1,0,59153,2
"2052",129,0,1,NA,2,1,1,345,45,120,45,5,1,1,0,59153,2
"2053",129,0,1,NA,3,1,1,250,45,120,75,5,2,1,0,59153,2
"2054",129,0,1,NA,4,1,1,300,45,130,75,15,3,1,0,59153,1
"2055",129,0,1,NA,5,1,1,390,30,130,65,20,1,1,0,59153,2
"2056",129,0,1,NA,6,1,1,390,40,155,65,25,1,1,0,59153,2
"2057",129,0,1,NA,7,1,1,250,45,155,65,15,3,1,0,59153,2
"2058",129,0,1,NA,8,1,1,275,40,130,65,20,1,1,0,59153,1
"2059",129,0,1,NA,9,1,1,275,50,155,35,10,3,1,0,59153,2
"2060",129,0,1,NA,10,1,1,345,50,155,45,5,3,1,0,59153,1
"2061",129,0,1,NA,11,1,1,390,35,120,75,15,2,1,0,59153,2
"2062",129,0,1,NA,12,1,1,300,30,155,45,25,1,1,0,59153,1
"2063",129,0,1,NA,13,1,1,300,35,155,45,20,1,1,0,59153,2
"2064",129,0,1,NA,14,1,1,390,35,120,55,10,1,1,0,59153,2
"2065",130,1,0,1,NA,1,1,250,50,120,45,20,0,0,1,31846,2
"2066",130,1,0,2,NA,1,1,275,50,130,65,15,0,0,1,31846,2
"2067",130,0,1,NA,1,1,1,390,35,130,75,25,2,0,1,31846,2
"2068",130,0,1,NA,2,1,1,300,30,170,55,25,2,0,1,31846,1
"2069",130,0,1,NA,3,1,1,345,45,130,35,5,3,0,1,31846,2
"2070",130,0,1,NA,4,1,1,390,35,155,55,15,1,0,1,31846,1
"2071",130,0,1,NA,5,1,1,300,45,120,55,5,3,0,1,31846,2
"2072",130,0,1,NA,6,1,1,345,30,170,45,10,2,0,1,31846,2
"2073",130,0,1,NA,7,1,1,345,30,120,75,10,2,0,1,31846,2
"2074",130,0,1,NA,8,1,1,275,35,170,35,20,3,0,1,31846,2
"2075",130,0,1,NA,9,1,1,275,50,120,45,15,3,0,1,31846,2
"2076",130,0,1,NA,10,1,1,275,50,120,45,20,2,0,1,31846,2
"2077",130,0,1,NA,11,1,1,300,45,170,35,5,3,0,1,31846,2
"2078",130,0,1,NA,12,1,1,345,30,140,75,5,2,0,1,31846,2
"2079",130,0,1,NA,13,1,1,250,50,130,65,10,2,0,1,31846,2
"2080",130,0,1,NA,14,1,1,390,35,140,55,5,1,0,1,31846,2
"2081",131,1,0,1,NA,1,1,250,40,170,35,25,0,1,0,25541,1
"2082",131,1,0,2,NA,1,1,300,45,140,55,10,0,1,0,25541,1
"2083",131,0,1,NA,1,1,1,390,40,170,35,5,2,1,0,25541,2
"2084",131,0,1,NA,2,1,1,390,30,140,55,5,1,1,0,25541,1
"2085",131,0,1,NA,3,1,1,250,50,120,75,5,3,1,0,25541,1
"2086",131,0,1,NA,4,1,1,300,30,155,75,25,2,1,0,25541,2
"2087",131,0,1,NA,5,1,1,275,30,130,75,25,2,1,0,25541,1
"2088",131,0,1,NA,6,1,1,275,45,170,35,10,2,1,0,25541,2
"2089",131,0,1,NA,7,1,1,275,50,120,75,15,3,1,0,25541,1
"2090",131,0,1,NA,8,1,1,250,45,170,45,20,2,1,0,25541,2
"2091",131,0,1,NA,9,1,1,390,35,140,55,10,1,1,0,25541,1
"2092",131,0,1,NA,10,1,1,345,35,140,45,25,3,1,0,25541,1
"2093",131,0,1,NA,11,1,1,345,45,120,35,5,1,1,0,25541,2
"2094",131,0,1,NA,12,1,1,250,50,130,75,15,3,1,0,25541,1
"2095",131,0,1,NA,13,1,1,390,30,170,35,25,3,1,0,25541,2
"2096",131,0,1,NA,14,1,1,275,45,140,65,15,2,1,0,25541,1
"2114",133,1,0,2,NA,1,1,300,45,155,65,20,0,0,0,54431,1
"2116",133,0,1,NA,2,1,1,275,45,130,55,20,3,0,0,54431,1
"2117",133,0,1,NA,3,1,1,300,40,140,55,25,3,0,0,54431,1
"2118",133,0,1,NA,4,1,1,250,45,120,75,10,2,0,0,54431,2
"2120",133,0,1,NA,6,1,1,345,40,130,35,20,1,0,0,54431,2
"2122",133,0,1,NA,8,1,1,345,45,120,45,5,1,0,0,54431,2
"2123",133,0,1,NA,9,1,1,345,30,170,35,15,1,0,0,54431,2
"2126",133,0,1,NA,12,1,1,275,50,120,75,15,3,0,0,54431,2
"2128",133,0,1,NA,14,1,1,300,50,130,75,15,1,0,0,54431,1
"2129",134,1,0,1,NA,1,1,345,40,140,45,10,0,0,0,33881,2
"2130",134,1,0,2,NA,1,1,250,35,170,45,25,0,0,0,33881,1
"2131",134,0,1,NA,1,1,1,390,35,155,55,15,3,0,0,33881,1
"2132",134,0,1,NA,2,1,1,345,40,130,45,10,1,0,0,33881,1
"2133",134,0,1,NA,3,1,1,390,30,130,55,5,1,0,0,33881,1
"2134",134,0,1,NA,4,1,1,300,50,130,75,10,3,0,0,33881,2
"2135",134,0,1,NA,5,1,1,390,30,140,65,25,1,0,0,33881,1
"2136",134,0,1,NA,6,1,1,345,40,120,45,10,1,0,0,33881,2
"2137",134,0,1,NA,7,1,1,300,40,170,45,15,2,0,0,33881,2
"2138",134,0,1,NA,8,1,1,300,50,140,65,5,1,0,0,33881,1
"2139",134,0,1,NA,9,1,1,345,45,120,45,10,3,0,0,33881,2
"2140",134,0,1,NA,10,1,1,275,50,155,45,10,1,0,0,33881,2
"2141",134,0,1,NA,11,1,1,390,30,120,65,25,3,0,0,33881,1
"2142",134,0,1,NA,12,1,1,250,50,140,65,20,1,0,0,33881,1
"2143",134,0,1,NA,13,1,1,390,30,140,75,10,3,0,0,33881,1
"2144",134,0,1,NA,14,1,1,345,40,140,35,5,3,0,0,33881,2
"2161",136,1,0,1,NA,1,1,300,35,155,45,15,0,0,0,62710,1
"2162",136,1,0,2,NA,1,1,345,35,120,75,10,0,0,0,62710,2
"2163",136,0,1,NA,1,1,1,250,30,140,65,15,1,0,0,62710,1
"2164",136,0,1,NA,2,1,1,300,35,155,35,15,2,0,0,62710,2
"2165",136,0,1,NA,3,1,1,250,50,140,75,10,3,0,0,62710,1
"2166",136,0,1,NA,4,1,1,275,35,140,65,20,3,0,0,62710,1
"2167",136,0,1,NA,5,1,1,390,30,130,65,25,1,0,0,62710,1
"2168",136,0,1,NA,6,1,1,390,35,130,35,10,1,0,0,62710,2
"2169",136,0,1,NA,7,1,1,300,45,120,65,5,1,0,0,62710,1
"2170",136,0,1,NA,8,1,1,300,40,155,35,5,2,0,0,62710,2
"2171",136,0,1,NA,9,1,1,390,30,120,55,15,1,0,0,62710,2
"2172",136,0,1,NA,10,1,1,275,40,170,55,25,2,0,0,62710,1
"2173",136,0,1,NA,11,1,1,345,35,170,45,5,2,0,0,62710,2
"2174",136,0,1,NA,12,1,1,275,50,155,55,15,2,0,0,62710,2
"2175",136,0,1,NA,13,1,1,250,50,120,65,10,1,0,0,62710,2
"2176",136,0,1,NA,14,1,1,345,40,155,45,5,2,0,0,62710,2
"2177",137,1,0,1,NA,1,1,250,50,120,65,20,0,0,0,62075,2
"2178",137,1,0,2,NA,1,1,250,40,140,75,20,0,0,0,62075,1
"2179",137,0,1,NA,1,1,1,275,50,120,45,5,1,0,0,62075,2
"2180",137,0,1,NA,2,1,1,275,45,170,55,25,3,0,0,62075,2
"2181",137,0,1,NA,3,1,1,275,45,155,35,5,1,0,0,62075,2
"2183",137,0,1,NA,5,1,1,390,35,155,65,15,3,0,0,62075,1
"2184",137,0,1,NA,6,1,1,275,40,155,55,5,3,0,0,62075,1
"2185",137,0,1,NA,7,1,1,250,45,170,35,15,3,0,0,62075,1
"2186",137,0,1,NA,8,1,1,275,40,170,35,15,3,0,0,62075,2
"2187",137,0,1,NA,9,1,1,275,30,155,65,25,2,0,0,62075,1
"2188",137,0,1,NA,10,1,1,390,30,120,65,15,1,0,0,62075,2
"2189",137,0,1,NA,11,1,1,275,50,120,55,5,3,0,0,62075,2
"2190",137,0,1,NA,12,1,1,390,35,130,55,15,1,0,0,62075,2
"2191",137,0,1,NA,13,1,1,300,45,170,45,5,1,0,0,62075,2
"2192",137,0,1,NA,14,1,1,345,30,140,65,15,1,0,0,62075,2
"2193",138,1,0,1,NA,1,1,275,50,120,65,10,0,1,1,51150,2
"2194",138,1,0,2,NA,1,1,300,40,170,65,25,0,1,1,51150,2
"2195",138,0,1,NA,1,1,1,250,50,130,55,10,1,1,1,51150,2
"2196",138,0,1,NA,2,1,1,300,30,140,75,25,2,1,1,51150,2
"2197",138,0,1,NA,3,1,1,390,30,130,65,25,3,1,1,51150,2
"2198",138,0,1,NA,4,1,1,300,40,130,75,10,3,1,1,51150,2
"2199",138,0,1,NA,5,1,1,300,45,120,35,10,2,1,1,51150,2
"2200",138,0,1,NA,6,1,1,275,30,170,35,25,2,1,1,51150,1
"2201",138,0,1,NA,7,1,1,300,40,155,65,20,1,1,1,51150,1
"2202",138,0,1,NA,8,1,1,345,35,170,35,15,1,1,1,51150,2
"2203",138,0,1,NA,9,1,1,250,40,170,45,10,2,1,1,51150,2
"2204",138,0,1,NA,10,1,1,250,40,155,75,25,2,1,1,51150,1
"2205",138,0,1,NA,11,1,1,345,35,155,35,10,1,1,1,51150,2
"2206",138,0,1,NA,12,1,1,390,35,170,35,25,3,1,1,51150,1
"2207",138,0,1,NA,13,1,1,250,45,140,65,25,2,1,1,51150,2
"2208",138,0,1,NA,14,1,1,250,40,170,35,25,2,1,1,51150,2
"2225",140,1,0,1,NA,1,1,300,45,120,55,5,0,0,0,25239,2
"2226",140,1,0,2,NA,1,1,275,50,120,45,20,0,0,0,25239,1
"2228",140,0,1,NA,2,1,1,300,30,170,55,25,2,0,0,25239,1
"2229",140,0,1,NA,3,1,1,345,45,130,35,5,3,0,0,25239,1
"2230",140,0,1,NA,4,1,1,390,35,155,55,15,1,0,0,25239,1
"2231",140,0,1,NA,5,1,1,345,30,170,45,10,2,0,0,25239,1
"2232",140,0,1,NA,6,1,1,345,30,120,75,10,2,0,0,25239,1
"2233",140,0,1,NA,7,1,1,250,50,120,45,20,2,0,0,25239,2
"2234",140,0,1,NA,8,1,1,275,35,170,35,20,3,0,0,25239,1
"2235",140,0,1,NA,9,1,1,275,50,120,45,15,3,0,0,25239,2
"2236",140,0,1,NA,10,1,1,300,45,170,35,5,3,0,0,25239,2
"2237",140,0,1,NA,11,1,1,275,50,130,65,15,3,0,0,25239,1
"2238",140,0,1,NA,12,1,1,345,30,140,75,5,2,0,0,25239,1
"2240",140,0,1,NA,14,1,1,390,35,140,55,5,1,0,0,25239,2
"2242",141,1,0,2,NA,1,1,390,35,140,55,10,0,1,0,54952,1
"2244",141,0,1,NA,2,1,1,390,30,140,55,5,1,1,0,54952,2
"2245",141,0,1,NA,3,1,1,250,50,120,75,5,3,1,0,54952,2
"2246",141,0,1,NA,4,1,1,250,40,170,35,25,2,1,0,54952,2
"2248",141,0,1,NA,6,1,1,275,45,170,35,10,2,1,0,54952,2
"2249",141,0,1,NA,7,1,1,275,50,120,75,15,3,1,0,54952,1
"2250",141,0,1,NA,8,1,1,250,45,170,45,20,2,1,0,54952,2
"2251",141,0,1,NA,9,1,1,345,35,140,45,25,3,1,0,54952,2
"2252",141,0,1,NA,10,1,1,345,45,120,35,5,1,1,0,54952,2
"2253",141,0,1,NA,11,1,1,250,50,130,75,15,3,1,0,54952,1
"2254",141,0,1,NA,12,1,1,390,30,170,35,25,3,1,0,54952,2
"2255",141,0,1,NA,13,1,1,275,45,140,65,15,2,1,0,54952,1
"2256",141,0,1,NA,14,1,1,300,45,140,55,10,3,1,0,54952,1
"2257",142,1,0,1,NA,1,1,390,35,140,45,20,0,1,0,50504,1
"2259",142,0,1,NA,1,1,1,300,40,170,35,25,2,1,0,50504,2
"2260",142,0,1,NA,2,1,1,345,40,130,55,20,3,1,0,50504,2
"2262",142,0,1,NA,4,1,1,275,40,140,55,20,1,1,0,50504,1
"2263",142,0,1,NA,5,1,1,275,45,130,35,15,3,1,0,50504,2
"2264",142,0,1,NA,6,1,1,250,50,140,55,25,1,1,0,50504,2
"2266",142,0,1,NA,8,1,1,250,35,155,55,20,2,1,0,50504,1
"2268",142,0,1,NA,10,1,1,390,35,140,75,20,1,1,0,50504,1
"2269",142,0,1,NA,11,1,1,275,50,155,35,20,1,1,0,50504,2
"2271",142,0,1,NA,13,1,1,345,45,130,45,10,1,1,0,50504,2
"2289",144,1,0,1,NA,1,1,345,40,130,45,10,0,0,0,26245,1
"2290",144,1,0,2,NA,1,1,345,45,120,45,10,0,0,0,26245,2
"2291",144,0,1,NA,1,1,1,390,35,155,55,15,3,0,0,26245,1
"2292",144,0,1,NA,2,1,1,390,30,130,55,5,1,0,0,26245,2
"2293",144,0,1,NA,3,1,1,345,40,140,45,10,2,0,0,26245,2
"2294",144,0,1,NA,4,1,1,300,50,130,75,10,3,0,0,26245,1
"2295",144,0,1,NA,5,1,1,390,30,140,65,25,1,0,0,26245,1
"2296",144,0,1,NA,6,1,1,345,40,120,45,10,1,0,0,26245,2
"2297",144,0,1,NA,7,1,1,300,40,170,45,15,2,0,0,26245,2
"2298",144,0,1,NA,8,1,1,300,50,140,65,5,1,0,0,26245,1
"2299",144,0,1,NA,9,1,1,275,50,155,45,10,1,0,0,26245,2
"2300",144,0,1,NA,10,1,1,250,35,170,45,25,2,0,0,26245,1
"2302",144,0,1,NA,12,1,1,250,50,140,65,20,1,0,0,26245,1
"2303",144,0,1,NA,13,1,1,390,30,140,75,10,3,0,0,26245,1
"2304",144,0,1,NA,14,1,1,345,40,140,35,5,3,0,0,26245,2
"2321",146,1,0,1,NA,1,1,250,50,140,75,10,0,1,0,38009,1
"2324",146,0,1,NA,2,1,1,300,35,155,35,15,2,1,0,38009,1
"2325",146,0,1,NA,3,1,1,300,35,155,45,15,3,1,0,38009,1
"2326",146,0,1,NA,4,1,1,275,35,140,65,20,3,1,0,38009,2
"2327",146,0,1,NA,5,1,1,390,30,130,65,25,1,1,0,38009,2
"2328",146,0,1,NA,6,1,1,390,35,130,35,10,1,1,0,38009,2
"2330",146,0,1,NA,8,1,1,300,40,155,35,5,2,1,0,38009,1
"2331",146,0,1,NA,9,1,1,390,30,120,55,15,1,1,0,38009,1
"2332",146,0,1,NA,10,1,1,275,40,170,55,25,2,1,0,38009,1
"2333",146,0,1,NA,11,1,1,345,35,170,45,5,2,1,0,38009,2
"2336",146,0,1,NA,14,1,1,345,40,155,45,5,2,1,0,38009,2
"2369",149,1,0,1,NA,1,1,250,45,120,75,5,0,1,1,53495,1
"2370",149,1,0,2,NA,1,1,345,50,155,45,5,0,1,1,53495,1
"2371",149,0,1,NA,1,1,1,390,30,130,75,15,3,1,1,53495,2
"2372",149,0,1,NA,2,1,1,345,45,120,45,5,1,1,1,53495,2
"2373",149,0,1,NA,3,1,1,300,45,130,75,15,3,1,1,53495,2
"2374",149,0,1,NA,4,1,1,390,30,130,65,20,1,1,1,53495,1
"2375",149,0,1,NA,5,1,1,250,45,155,45,20,1,1,1,53495,2
"2376",149,0,1,NA,6,1,1,390,40,155,65,25,1,1,1,53495,2
"2377",149,0,1,NA,7,1,1,250,45,155,65,15,3,1,1,53495,2
"2378",149,0,1,NA,8,1,1,275,40,130,65,20,1,1,1,53495,1
"2379",149,0,1,NA,9,1,1,275,50,155,35,10,3,1,1,53495,2
"2380",149,0,1,NA,10,1,1,390,35,120,75,15,2,1,1,53495,2
"2381",149,0,1,NA,11,1,1,300,30,155,45,25,1,1,1,53495,1
"2382",149,0,1,NA,12,1,1,300,35,155,45,20,1,1,1,53495,2
"2383",149,0,1,NA,13,1,1,250,50,120,55,25,2,1,1,53495,2
"2384",149,0,1,NA,14,1,1,390,35,120,55,10,1,1,1,53495,2
"2385",150,1,0,1,NA,1,1,390,35,155,55,15,0,0,1,39034,2
"2390",150,0,1,NA,4,1,1,300,45,120,55,5,3,0,1,39034,1
"2391",150,0,1,NA,5,1,1,345,30,170,45,10,2,0,1,39034,1
"2392",150,0,1,NA,6,1,1,345,30,120,75,10,2,0,1,39034,2
"2393",150,0,1,NA,7,1,1,250,50,120,45,20,2,0,1,39034,2
"2394",150,0,1,NA,8,1,1,275,35,170,35,20,3,0,1,39034,1
"2395",150,0,1,NA,9,1,1,275,50,120,45,15,3,0,1,39034,2
"2396",150,0,1,NA,10,1,1,275,50,120,45,20,2,0,1,39034,2
"2398",150,0,1,NA,12,1,1,345,30,140,75,5,2,0,1,39034,2
"2400",150,0,1,NA,14,1,1,390,35,140,55,5,1,0,1,39034,2
"2401",151,1,0,1,NA,1,1,275,45,170,35,10,0,1,0,18888,2
"2402",151,1,0,2,NA,1,1,390,30,170,35,25,0,1,0,18888,1
"2403",151,0,1,NA,1,1,1,390,40,170,35,5,2,1,0,18888,2
"2404",151,0,1,NA,2,1,1,390,30,140,55,5,1,1,0,18888,1
"2405",151,0,1,NA,3,1,1,250,50,120,75,5,3,1,0,18888,1
"2406",151,0,1,NA,4,1,1,300,30,155,75,25,2,1,0,18888,1
"2407",151,0,1,NA,5,1,1,250,40,170,35,25,2,1,0,18888,2
"2410",151,0,1,NA,8,1,1,250,45,170,45,20,2,1,0,18888,1
"2413",151,0,1,NA,11,1,1,345,45,120,35,5,1,1,0,18888,2
"2415",151,0,1,NA,13,1,1,275,45,140,65,15,2,1,0,18888,1
"2416",151,0,1,NA,14,1,1,300,45,140,55,10,3,1,0,18888,2
"2434",153,1,0,2,NA,1,1,300,50,130,75,15,0,0,0,46029,1
"2435",153,0,1,NA,1,1,1,250,45,140,65,20,3,0,0,46029,1
"2437",153,0,1,NA,3,1,1,300,40,140,55,25,3,0,0,46029,1
"2438",153,0,1,NA,4,1,1,250,45,120,75,10,2,0,0,46029,2
"2440",153,0,1,NA,6,1,1,345,40,130,35,20,1,0,0,46029,1
"2441",153,0,1,NA,7,1,1,345,35,130,75,15,2,0,0,46029,1
"2442",153,0,1,NA,8,1,1,345,45,120,45,5,1,0,0,46029,2
"2443",153,0,1,NA,9,1,1,345,30,170,35,15,1,0,0,46029,2
"2445",153,0,1,NA,11,1,1,250,40,155,45,25,1,0,0,46029,2
"2446",153,0,1,NA,12,1,1,300,45,155,65,20,3,0,0,46029,1
"2447",153,0,1,NA,13,1,1,275,50,120,75,15,3,0,0,46029,1
"2456",154,0,1,NA,6,1,1,345,40,120,45,10,1,1,1,38839,2
"2457",154,0,1,NA,7,1,1,300,40,170,45,15,2,1,1,38839,2
"2459",154,0,1,NA,9,1,1,345,45,120,45,10,3,1,1,38839,2
"2460",154,0,1,NA,10,1,1,250,35,170,45,25,2,1,1,38839,2
"2461",154,0,1,NA,11,1,1,390,30,120,65,25,3,1,1,38839,2
"2463",154,0,1,NA,13,1,1,390,30,140,75,10,3,1,1,38839,1
"2465",155,1,0,1,NA,1,1,275,40,170,35,25,0,1,0,52268,1
"2467",155,0,1,NA,1,1,1,250,45,170,35,25,2,1,0,52268,2
"2468",155,0,1,NA,2,1,1,275,50,140,35,15,3,1,0,52268,2
"2469",155,0,1,NA,3,1,1,390,40,130,75,15,1,1,0,52268,2
"2470",155,0,1,NA,4,1,1,390,40,120,75,20,3,1,0,52268,2
"2471",155,0,1,NA,5,1,1,300,40,170,35,5,3,1,0,52268,2
"2472",155,0,1,NA,6,1,1,345,30,155,55,20,3,1,0,52268,1
"2477",155,0,1,NA,11,1,1,300,45,140,45,10,3,1,0,52268,2
"2478",155,0,1,NA,12,1,1,345,30,140,65,20,3,1,0,52268,1
"2479",155,0,1,NA,13,1,1,250,50,120,75,10,2,1,0,52268,1
"2481",156,1,0,1,NA,1,1,300,45,120,65,5,0,1,0,33950,2
"2482",156,1,0,2,NA,1,1,275,40,170,55,25,0,1,0,33950,1
"2483",156,0,1,NA,1,1,1,250,30,140,65,15,1,1,0,33950,1
"2484",156,0,1,NA,2,1,1,300,35,155,35,15,2,1,0,33950,2
"2485",156,0,1,NA,3,1,1,300,35,155,45,15,3,1,0,33950,1
"2486",156,0,1,NA,4,1,1,250,50,140,75,10,3,1,0,33950,1
"2487",156,0,1,NA,5,1,1,275,35,140,65,20,3,1,0,33950,2
"2488",156,0,1,NA,6,1,1,390,30,130,65,25,1,1,0,33950,1
"2489",156,0,1,NA,7,1,1,390,35,130,35,10,1,1,0,33950,2
"2490",156,0,1,NA,8,1,1,300,40,155,35,5,2,1,0,33950,2
"2491",156,0,1,NA,9,1,1,390,30,120,55,15,1,1,0,33950,1
"2492",156,0,1,NA,10,1,1,345,35,170,45,5,2,1,0,33950,1
"2493",156,0,1,NA,11,1,1,275,50,155,55,15,2,1,0,33950,2
"2494",156,0,1,NA,12,1,1,345,35,120,75,10,2,1,0,33950,2
"2495",156,0,1,NA,13,1,1,250,50,120,65,10,1,1,0,33950,1
"2496",156,0,1,NA,14,1,1,345,40,155,45,5,2,1,0,33950,2
"2497",157,1,0,1,NA,1,1,275,45,155,35,5,0,1,0,62243,2
"2498",157,1,0,2,NA,1,1,250,40,140,75,20,0,1,0,62243,1
"2499",157,0,1,NA,1,1,1,275,50,120,45,5,1,1,0,62243,2
"2502",157,0,1,NA,4,1,1,390,35,155,65,15,3,1,0,62243,2
"2503",157,0,1,NA,5,1,1,275,40,155,55,5,3,1,0,62243,2
"2504",157,0,1,NA,6,1,1,250,50,120,65,20,2,1,0,62243,1
"2507",157,0,1,NA,9,1,1,275,30,155,65,25,2,1,0,62243,1
"2509",157,0,1,NA,11,1,1,275,50,120,55,5,3,1,0,62243,2
"2510",157,0,1,NA,12,1,1,390,35,130,55,15,1,1,0,62243,2
"2511",157,0,1,NA,13,1,1,300,45,170,45,5,1,1,0,62243,2
"2512",157,0,1,NA,14,1,1,345,30,140,65,15,1,1,0,62243,2
"2545",160,1,0,1,NA,1,1,390,35,155,55,15,0,1,0,57043,2
"2548",160,0,1,NA,2,1,1,300,30,170,55,25,2,1,0,57043,2
"2549",160,0,1,NA,3,1,1,345,45,130,35,5,3,1,0,57043,2
"2550",160,0,1,NA,4,1,1,300,45,120,55,5,3,1,0,57043,2
"2551",160,0,1,NA,5,1,1,345,30,170,45,10,2,1,0,57043,2
"2552",160,0,1,NA,6,1,1,345,30,120,75,10,2,1,0,57043,1
"2553",160,0,1,NA,7,1,1,250,50,120,45,20,2,1,0,57043,2
"2555",160,0,1,NA,9,1,1,275,50,120,45,15,3,1,0,57043,2
"2556",160,0,1,NA,10,1,1,275,50,120,45,20,2,1,0,57043,2
"2557",160,0,1,NA,11,1,1,275,50,130,65,15,3,1,0,57043,1
"2558",160,0,1,NA,12,1,1,345,30,140,75,5,2,1,0,57043,2
"2559",160,0,1,NA,13,1,1,250,50,130,65,10,2,1,0,57043,1
"2561",161,1,0,1,NA,1,1,250,50,120,75,5,0,1,0,40812,1
"2562",161,1,0,2,NA,1,1,345,45,120,35,5,0,1,0,40812,2
"2563",161,0,1,NA,1,1,1,390,40,170,35,5,2,1,0,40812,1
"2564",161,0,1,NA,2,1,1,390,30,140,55,5,1,1,0,40812,2
"2565",161,0,1,NA,3,1,1,300,30,155,75,25,2,1,0,40812,1
"2566",161,0,1,NA,4,1,1,250,40,170,35,25,2,1,0,40812,2
"2567",161,0,1,NA,5,1,1,275,30,130,75,25,2,1,0,40812,1
"2568",161,0,1,NA,6,1,1,275,45,170,35,10,2,1,0,40812,2
"2569",161,0,1,NA,7,1,1,275,50,120,75,15,3,1,0,40812,1
"2570",161,0,1,NA,8,1,1,250,45,170,45,20,2,1,0,40812,1
"2571",161,0,1,NA,9,1,1,390,35,140,55,10,1,1,0,40812,1
"2574",161,0,1,NA,12,1,1,390,30,170,35,25,3,1,0,40812,1
